Pop,Pop Density,Ethnic Minorities,Income,Employment,IMD,Num of Cs,Num of  Is,Num of Ss
2552,125.692423,26.9,10.3,6.4,17.25,1,0,0
1758,49.670498,33.5,19.7,13.8,27.85,0,0,0
3006,176.819931,39.4,18.8,10.1,25.032,1,0,0
1493,51.456438,36.8,10,8.3,21.637,0,1,0
1788,39.114266,32.3,10.1,7.4,19.236,0,0,0
1580,45.451946,24,21.8,15.1,35.196,0,0,0
1788,80.038207,34,19.9,15.6,31.966,0,0,0
1907,54.335296,38,24,18.7,43.603,0,0,0
1663,56.650963,26.2,10.5,6.6,17.489,1,1,0
1578,60.826006,18.4,28.2,17,40.929,0,0,0
1723,60.491138,25.7,24.7,17.8,39.916,0,0,0
1654,41.157828,19.2,26.5,21,42.546,0,0,0
1419,50.769983,16.3,13.8,9.9,18.273,0,0,0
1865,46.093482,19.5,7.2,6.7,11.265,0,0,0
1693,38.334441,25.4,12.8,7.1,18.198,0,0,0
1477,29.9431,36.8,9.3,8.2,20.724,0,0,0
1623,69.900073,31.6,19,13,33.571,0,0,0
1640,30.68874,22.2,18.7,13.3,35.08,0,0,0
3229,147.954772,16.7,14.4,7.4,22.073,1,1,0
2046,176.880064,20.4,11.1,8.3,21.316,0,0,1
2093,110.17173,24.3,9.1,5.6,17.153,0,1,0
1500,38.353128,48.6,14,8.4,25.344,1,4,0
2945,21.618028,40.2,25,17.1,42.578,0,0,0
3657,155.703931,25,18.3,11.4,26.89,1,0,0
2275,43.343353,42,19.3,15.1,27.835,0,0,0
1663,84.774785,31.2,17.3,11.5,22.947,0,0,0
1949,54.880702,67.9,18.8,9.3,27.142,0,0,0
2062,91.207423,67.8,25,12.7,35.883,0,7,2
2207,94.314563,61,15.2,8.9,22.128,0,0,0
2033,175.562814,70,19.6,10,28.69,0,0,0
1919,113.717723,54.8,18.5,12.6,28.338,0,2,0
2269,103.77668,58.1,13.9,8.1,19.733,0,1,0
1772,80.079392,33.9,9.1,6.3,14.09,0,0,0
1436,61.02975,31.4,8.6,5.4,13.493,0,0,0
1589,29.55119,24,5.1,4,8.857,0,0,0
1259,46.010729,32.4,11.3,9.8,18.3,0,0,0
1441,16.695716,28.4,10.4,8.9,18.224,0,0,0
1654,175.586026,40.2,15.7,11.7,22.811,1,0,0
1454,10.957541,36.8,16.8,12.3,24.72,0,0,0
1541,63.92506,33.1,12.5,7.3,17.339,0,0,0
1894,95.418641,39.8,16.9,9.6,20.534,0,0,0
1855,49.599591,51.5,20.3,13.4,35.651,0,0,0
2837,76.803387,59.7,17.7,10.8,26.616,0,0,0
2142,210.313966,46.1,19.5,14.8,29.707,0,0,0
1554,390.916253,46,22.2,14.2,30.003,0,0,0
1797,104.915149,56.2,25.8,14.2,33.676,0,0,0
1977,56.017917,54.9,17,9.4,23.21,0,0,0
1557,137.465564,59.4,23.9,14.3,36.783,0,0,0
1670,110.578817,64.4,25.9,12.6,36.797,1,3,0
2398,187.086579,58.5,22.4,13.6,33.943,0,0,0
1879,139.085095,61.3,23.6,14.5,29.548,0,0,0
1701,23.161822,44.3,13.2,8.3,24.705,0,1,0
2086,196.553529,62.6,20.3,11.6,31.145,0,4,0
1944,25.076427,36.5,16.7,11.6,29.43,0,1,0
1605,209.797641,66.4,29,15.6,37.853,0,0,0
1931,184.96546,73.5,24.3,15,31.821,1,5,1
1689,175.910234,46.2,13.9,11.2,23.517,0,0,0
2257,183.127893,55.9,20.6,14.4,32.594,0,1,0
1301,219.12878,54.6,26.9,17.9,39.488,0,1,0
1720,92.273277,27.3,12.7,10.6,20.619,0,1,0
1025,12.786836,45.6,26.8,13.6,37.34,0,4,0
1796,145.062761,59.8,25.9,17.2,33.511,0,0,0
1410,84.892051,51.2,18,7.8,27.849,0,0,0
2238,133.391124,51.5,20.6,13.6,31.332,0,0,0
1092,88.026473,59.1,27.8,16.7,37.076,0,1,0
1802,84.613913,50.3,30,19.4,44.248,0,1,0
1439,529.235966,29.5,14.8,8,28.349,0,0,0
1722,171.657305,43.3,21.6,13,37.112,0,0,0
1243,141.517935,41.1,16.2,11.2,27.475,0,2,0
1907,221.208553,24.7,7.2,3.8,20.149,0,2,2
1633,229.949152,48,23.3,14.1,35.72,0,0,0
1909,153.417596,24.5,9.4,5.6,19.773,0,1,0
2452,253.875484,54.3,21.3,13.5,31.702,0,6,3
2082,179.242574,40.7,15,6.6,22.842,0,0,0
2560,215.7065,36.4,14.4,7.5,25.324,0,5,1
1885,204.276609,38.5,17.2,9.2,26.575,0,1,1
1388,249.038296,58.7,25.2,10.5,32.84,0,0,0
1872,191.057645,37.2,12.4,8.6,22.608,0,0,0
2157,222.258355,42.2,21.5,9.8,30.577,0,0,0
2222,208.733025,66.5,29.2,17.8,42.01,0,1,0
2362,173.914516,63.4,30.7,19.4,45.752,1,2,0
3154,170.718839,52.9,16,10.1,31.157,1,3,1
2129,595.220954,65.2,28.8,15.3,39.137,0,0,1
1870,132.320817,42.8,14.7,9.8,32.404,1,3,0
1995,97.401822,44.8,19.7,11.6,36.255,0,4,0
1619,173.584009,43.3,21,12,35.185,0,0,0
1599,139.874136,33.4,13.4,8.4,21.541,0,2,0
1773,240.46547,30.5,15,8.6,24.573,0,0,0
1997,262.117659,27,13.7,8.5,22.939,0,2,1
2042,162.745707,24.7,14.1,10.6,25.798,0,0,0
1456,158.899282,59.1,31,16.2,43.901,0,1,0
1591,158.685925,27.3,10,6.5,17.772,0,2,1
1944,161.272031,44.4,18.7,10.3,28.995,0,0,0
2134,160.051252,42.6,20,11.8,32.017,0,1,0
2277,128.095047,55.8,27,14.8,36.826,0,2,0
1682,455.925898,66.4,27,15.1,35.266,0,0,0
2589,205.533707,39.1,16,8,31.063,1,3,1
3065,185.150473,39.9,17.7,11.5,32.844,2,4,5
1522,175.955466,29.5,15.5,10.5,31.098,0,0,0
2341,146.494043,40.3,22.8,11.3,36.039,0,1,0
1732,131.084532,16.4,5.9,4,18.737,0,0,0
2963,196.597138,39.9,12.1,6.2,26.838,1,0,0
1700,302.919988,63.7,23.9,14.6,35.92,0,0,0
3767,341.247306,42.8,17.7,7.5,31.459,0,1,1
1805,166.29221,52.3,24.7,17,40.073,0,2,1
2264,122.760728,25.2,7.8,6.4,23.435,0,1,1
1793,630.757021,76.6,24.9,12.8,31.873,0,0,0
2582,130.058544,61,28.1,14.4,38.882,1,3,0
1945,180.352768,50.7,17.3,11.2,28.934,0,1,0
1953,164.554907,50.5,22.4,12.5,39.233,0,5,1
1866,174.050262,48.7,32.1,19.5,47.161,0,1,0
2034,173.435852,35.9,13.8,9.9,27.09,0,2,0
2463,225.33499,43.7,13,6.2,22.12,0,0,0
2013,228.015892,50.9,19.2,11.4,28.73,0,1,0
1914,168.031255,68.8,28.9,18.8,43.409,0,0,0
1764,145.808056,48.2,20.5,11.4,33.95,0,1,0
1954,260.272644,43.2,14.2,8.8,24.277,0,0,0
1587,118.782544,46.3,16.3,8.7,26.759,0,1,0
1924,134.573103,59.6,22.2,12.4,34.261,0,0,0
1490,247.003958,64,28,15.4,41.78,0,1,0
2711,204.355925,51.9,23.3,12.9,38.205,0,0,0
2292,99.964655,43.2,18.2,8.3,28.204,1,1,0
1962,279.107522,57.6,25.2,14.6,39.266,0,2,0
1736,257.296147,53.4,29.5,19.2,45.938,0,0,0
2378,150.574478,45.2,17.6,10.6,34.27,0,2,1
3365,216.826007,50.3,18.8,10.8,30.639,0,0,0
1879,167.77313,48.1,22.5,14.7,37.728,0,0,0
1730,118.422673,46.5,27.4,17.4,44.66,0,0,0
3045,244.318472,35.1,12.8,6.9,21.076,0,0,0
1920,400.422529,60,25.6,15.2,38.594,0,1,0
2470,291.240649,47.8,18.2,7.9,26.639,0,1,0
1573,182.735949,48.6,17.8,10.2,30.74,0,0,0
2116,17.660312,73.2,29.1,16,37.939,0,0,0
1629,60.708105,62,31,17.5,43.42,0,0,0
1568,127.255044,65.9,29.7,19.8,42.475,1,1,1
1766,223.461849,47,17.2,11.3,27.673,0,0,0
1240,316.6866,75.7,38,23.2,51.961,0,0,0
1471,134.456504,62.9,20.4,12.3,32.227,0,0,0
2027,125.737436,54.5,18.9,10.7,32.729,0,1,0
1791,115.52564,48.6,15.1,9.4,24.873,0,0,0
2067,173.469636,46.1,13.5,7,26.492,0,0,0
1455,151.128227,42.8,15,11.9,31.452,0,1,1
1920,227.393746,50.1,13.4,9.3,28.427,0,4,0
1838,152.35372,65.9,31.2,18.3,46.437,0,3,0
1744,127.482706,24.7,13.7,8,26.539,0,1,0
1947,304.260158,40.3,25.2,17.2,39.15,1,0,0
1665,137.893692,28,20.4,10.2,31.423,0,0,0
1410,199.241188,34.2,23.3,12.5,33.522,0,0,0
2025,102.711898,24.3,7.5,6.5,15.695,0,0,0
1640,126.274934,27.4,14.6,10.5,26.466,0,0,0
1274,71.454271,30.8,13.7,8,27.222,0,4,1
1598,53.286585,36.2,18.7,11.6,29.992,0,0,0
1997,267.896729,39,18.7,11,29.104,0,0,0
2172,152.652055,20.5,13.3,6.6,30.857,1,3,3
2283,232.409133,32.1,13.7,7.8,26.652,0,0,0
1524,165.68142,56.9,34,18.8,48.58,0,0,0
2067,78.088352,30.9,17.9,13.3,29.842,0,4,2
1702,176.410368,58.7,30,19.2,48.476,0,0,0
1631,147.539309,35.7,17.7,10.8,32.729,1,3,1
1945,156.10245,56.2,26,16.8,36.758,0,0,0
1663,121.985642,37.5,16.7,8.5,25.206,0,0,0
1749,122.005486,32,20,11.3,27.879,0,2,0
1501,232.658242,54.1,26.9,19.5,41.027,0,0,0
1451,232.498518,54.2,25.9,17.4,43.173,0,0,0
1782,229.58178,58,29.6,20.2,45.667,0,1,0
2024,142.55778,38.4,16.8,11.4,28.315,0,2,1
1998,79.198703,43.1,19.5,12.9,33.87,0,0,2
1569,217.916606,18.6,12.3,8.2,26.92,0,0,0
1833,131.516563,38.7,21.3,14.5,34.25,0,1,0
2275,134.917056,48,24.3,15.8,36.874,0,0,0
2303,180.34484,63.2,24.8,15.1,34.2,0,0,0
1859,186.24765,22.7,7.8,5,16.477,0,1,0
2069,156.612294,48.9,20,13,32.425,0,2,2
1710,148.566257,37,16.1,9.2,29.178,0,5,4
1747,187.183371,43.6,14.1,9,28.103,0,0,0
2553,231.932246,46.9,20.3,11.6,31.832,0,0,0
1995,260.757931,40.7,19.5,11.2,30.766,0,1,1
1252,207.258072,36.3,10,6.7,21.313,0,0,0
2188,231.805346,36.9,16,10.3,26.182,0,4,2
1601,103.215701,23.7,8.6,4.3,17.083,0,0,0
1745,239.247406,67.7,34.1,19.7,46.392,0,0,0
2948,265.316636,39.1,19.5,15.5,38.772,1,5,1
1740,172.901488,54.7,26.2,15.6,40.008,0,0,2
1565,109.16033,26.6,19.7,14.3,31.696,0,0,0
1568,179.778764,57.2,28.4,15.3,39.524,0,0,0
1329,238.744045,45,18.2,14,32.022,0,0,0
2192,144.778181,35.4,14,8.3,26.949,0,1,0
1589,124.147744,52.9,33,24.5,50.985,0,0,0
1334,28.065258,57.2,26.7,18.1,46.735,0,0,0
1493,111.868993,51.4,31.7,24.6,56.261,0,0,0
1836,108.920519,45,24,13.8,39.884,0,2,0
2829,59.527079,52.4,20.8,11.9,34.104,0,1,0
1801,207.626163,69.9,29.9,18.2,42.961,0,1,0
1614,162.956002,16.4,7.1,6.5,13.267,0,0,0
1772,194.312585,26.6,10.1,6.5,16.762,0,0,0
1495,199.752227,21.2,10,8.6,20.791,0,0,0
1741,315.34228,29.1,12.9,8.3,19.308,0,0,0
1582,239.984333,21,10.5,7.6,18.446,0,0,0
1592,275.983825,35.6,20.4,14.5,31.549,0,0,0
1456,223.244061,47.2,26.8,17.8,39.967,1,0,0
1872,128.377865,35.6,18.9,12.6,30.675,0,1,0
2745,267.637611,41.6,18.6,9.6,20.236,0,0,0
1800,156.488536,46.1,20.9,14.4,31.87,2,0,1
1446,226.595725,43.6,22.2,15,30.192,0,0,0
1842,349.585915,42.3,22.4,16.1,32.679,0,0,0
1555,265.394367,25.4,11.5,9.3,18.964,0,0,0
1513,242.118545,29.5,16.9,13.1,28.795,0,0,0
1775,140.149212,28.1,9.4,6.9,13.639,0,0,0
1501,73.478321,34.6,7.8,4.6,14.104,0,2,0
1307,178.11786,43.8,12,4.5,13.678,0,0,0
1191,404.939239,45.4,22.1,15.6,35.865,0,0,0
1732,69.714374,17.4,7.2,5,14.292,1,0,1
1768,211.677029,38.1,9.6,6.8,16.892,0,0,0
1631,111.89332,39.5,9.1,6.2,12.278,0,0,0
1471,233.072348,33.2,8.3,5.9,15.605,0,0,0
1406,230.664386,30.7,16.5,10.7,22.705,0,1,0
2594,27.966065,42.2,13.2,9.4,23.89,0,1,0
1750,111.034902,47.2,21.5,13.6,33.544,0,1,0
2542,28.386823,59.3,20.8,14.6,37.345,0,0,0
1343,10.066058,54.9,20.2,14.9,33.33,1,2,2
1560,140.056286,46.3,24.1,15.5,34.751,0,0,0
1465,163.743757,27.4,15.9,12.6,22.554,0,0,0
1537,116.471415,25.3,15.9,7.9,21.14,0,0,0
1880,215.667956,19.3,6,4.7,14.937,0,2,2
1745,191.234134,22.4,7.8,5.7,13.532,0,0,0
1638,109.427017,29.8,17,10.4,23.378,0,0,0
1892,289.67024,33.7,15.2,9.3,25.958,1,7,2
1220,211.113243,56,36.5,24.2,50.627,0,0,0
1396,104.816168,33.1,17.2,11.4,25.873,1,0,0
1437,219.355489,31.6,17.3,10.3,23.246,0,0,0
1618,308.94082,19.8,6.4,5.5,10.795,0,0,0
1358,68.94487,23.4,7.5,6,19.908,0,0,0
1835,290.170647,42.1,6.1,4.1,13.675,0,0,0
2399,102.867574,27.9,3.7,2.6,11.44,0,1,0
1312,149.548408,34.8,19.3,14.7,28.411,0,1,0
1247,160.83275,40.4,25.5,14.8,33.791,0,0,0
1313,76.724521,34.8,20.4,13.5,30.447,0,4,0
1472,141.175694,30.5,11.9,9.5,19.524,0,0,0
1584,214.262642,37,15.3,9.1,22.043,0,1,0
1391,174.663299,22,8.6,7.7,15.457,0,0,1
1715,49.208491,32.2,12.9,9.2,22.222,0,1,0
1466,179.876065,39.3,26.2,19.6,43.244,1,0,0
1712,131.222601,35.9,21.7,16.3,36.348,0,0,0
1688,206.863759,16.4,6.1,5.1,10.834,0,0,0
1641,206.775091,20.2,9.2,6.6,15.69,0,0,0
1522,131.974304,33.6,18.1,11.8,25.552,1,0,0
1573,127.202646,15.6,4.8,3.3,9.473,0,0,0
1688,224.027151,15.2,4.4,2.8,7.147,0,0,0
1417,215.578555,17.7,6.1,4,9.619,0,0,0
1250,174.308101,15,5.8,4.6,11.551,0,0,0
1540,489.550015,29.9,8,5.4,17.008,0,0,0
1947,243.309185,28,14,8.4,22.51,0,1,0
1371,185.98498,29.8,10.4,7.8,18.415,0,0,0
1748,117.54634,49.5,28.5,16.6,34.648,0,0,0
1584,165.308058,52.7,26.3,15.2,35.515,0,3,0
1405,105.122134,15.4,3.7,1.6,10.792,0,0,0
1736,262.127037,32.8,10.6,8.3,19.977,1,0,0
1639,53.781155,12.7,5,2.3,12.938,0,0,0
1443,47.711422,9.4,2.4,1.7,6.849,0,0,0
1435,100.853317,15.9,11.1,6.1,15.582,0,0,0
1498,219.047768,19.2,7.5,5,10.542,0,0,0
1559,73.839356,17.1,5.2,4.3,8.626,0,0,0
1422,70.809395,27.2,19.6,15.4,31.102,1,0,0
1590,202.809227,16.6,9.2,8.4,19.082,0,1,0
1680,75.556976,16.2,6.2,4.5,12.078,0,0,0
1587,183.15515,22.9,9.9,5.7,17.635,0,0,0
1793,227.712786,13.4,3.3,1.6,9.181,0,0,0
1755,120.738665,15.9,4.7,3.8,9.021,0,0,0
1523,168.720242,12.6,3.3,2.7,6.578,0,1,0
1463,81.621941,16.1,4.3,4.1,9.468,0,0,0
1653,86.763169,28.8,13,8.9,20.584,0,0,0
1290,236.450428,14.2,7,4.7,12.281,0,0,0
1925,52.348701,28.9,15.8,14.1,31.034,1,0,0
1280,390.426379,40.1,9.8,5.8,18.489,0,0,0
1641,81.983606,28.7,12.8,9,25.92,0,2,0
1319,79.154859,27.3,12.3,9.7,20.872,0,0,0
1807,95.453846,32.5,22.5,11.9,23.795,0,0,0
2072,184.420771,21.6,11.2,8.2,16.976,0,0,1
1942,108.791819,16.9,6,5,13.307,0,1,0
1576,157.14671,34.6,22.2,11.7,27.478,1,0,0
2871,90.518404,33.2,16.8,9.4,21.07,0,0,0
1472,201.037501,43.2,22.5,13.8,34.773,0,1,1
1753,132.009801,34.5,15.5,13.5,30.224,0,5,5
1806,186.817897,36.5,14.2,11,24.159,0,2,3
2112,47.399854,39.1,16.2,12,33.034,1,2,0
1747,444.609586,61.3,30.4,23.2,43.021,0,0,0
1646,180.006426,31.4,16.7,11.5,25.101,0,0,0
1641,94.657771,35.5,16.4,11.8,21.955,0,0,0
1505,650.681659,49.1,28.1,18.3,37.614,0,0,0
1975,297.514362,20.6,8.4,6.1,14.586,1,0,0
1587,196.342366,10.8,4.1,2.5,8.026,0,0,0
1577,119.936878,13,3.5,2.6,9.705,0,0,1
1560,117.004294,20.3,8.9,6,17.389,1,0,0
1646,181.260365,20.2,8.7,6,15.715,0,0,0
1279,119.220998,28.7,14.5,7.7,22.092,1,0,0
1450,154.529527,38.6,19.9,11.7,27.358,0,2,0
1991,77.820519,51.7,26.8,16.8,37.986,0,1,0
1574,184.021939,33.8,18.8,14.4,27.284,0,0,0
1580,220.978341,64.9,29.9,18.9,38.797,0,0,0
1555,381.53957,68.4,31.4,19.2,38.666,0,0,0
1850,76.510142,49.8,24.9,17.2,40.084,0,0,0
1893,262.779328,32.8,12.4,7.6,18.411,0,0,0
1502,284.321128,66.6,33.1,18.9,41.84,0,0,0
1758,32.422476,28.3,10.9,6.3,15.503,0,0,0
1761,41.167281,17.8,5.5,3.4,8.6,0,3,0
1532,20.271444,24.1,7.7,5.6,14.801,0,1,0
1681,192.864274,17.5,8.3,6.3,11.266,0,0,0
1424,34.009272,17,4.7,3.9,13.306,0,1,0
1570,64.394897,17.3,5.1,4.3,8.872,0,0,0
1731,118.144618,20.8,5.9,4.4,11.166,0,0,0
2109,126.326314,36.5,16.9,9.6,27.037,0,1,0
2066,94.244331,50.8,19.7,10.1,26.984,0,4,0
1988,168.808789,50.6,24.9,17.6,37.858,0,2,1
1725,94.971211,38.2,17,12,26.384,0,0,0
2549,62.75156,35,11.4,7.2,18.289,0,0,0
2356,137.585343,34.5,9.3,7.1,19.494,0,3,0
2108,176.580707,32.9,11.4,9,21.262,0,0,0
1676,216.811535,56.9,20.9,13,37.877,0,0,0
1568,190.572194,54.7,25.6,15.8,41.128,0,4,0
1955,104.30672,61.3,24.3,17.8,40.391,0,4,1
2410,105.799234,59.8,24.5,15.8,41.479,0,11,2
1933,201.418663,56.1,18.7,10.8,28.46,0,1,0
1785,263.717522,57.6,17.3,9.4,29.7,0,2,0
1821,221.597735,52.1,18.4,13.2,32.02,0,2,0
1549,205.893636,46.7,17,12,27.617,0,1,0
1729,91.377461,21.4,12.3,8.3,19.562,0,0,0
1716,95.91946,12.6,5,3.6,10.007,0,0,0
1505,101.964093,18.7,8.3,6.1,12.447,0,0,0
1780,69.260889,15.6,4.2,2.2,9.497,0,0,0
1660,115.752629,17.8,7.8,5.9,16.053,0,0,0
1668,53.478859,19.9,8.8,5.1,14.789,0,0,0
2006,114.249902,20,6.6,4.1,15.635,1,4,3
1780,153.459547,18.6,6.9,4.3,14.98,0,0,0
1727,48.337112,14.7,3.8,3.1,7.588,0,0,0
1565,47.742573,11.6,2.9,2.2,6.707,0,1,1
1647,61.573153,24.4,7.3,4.6,10.117,0,0,0
2503,72.086122,32.9,20,13.1,26.161,0,0,0
1723,58.578128,15.3,5.8,3.7,9.706,0,0,0
1590,76.381933,16.8,5.5,3.7,14.708,0,0,0
2197,91.755901,31.6,10.2,5.3,17.544,0,1,0
2270,126.396177,34.2,14.6,8.7,26.638,0,8,1
1778,110.881304,30.6,12.7,7.6,18.695,0,0,0
1627,193.543729,30.5,11.9,7.2,20.744,0,0,0
1844,27.149824,34.7,18.3,12.5,38.664,1,2,1
2516,125.309389,42.2,20.4,12.1,36.814,0,10,3
1991,248.580618,35.8,12,6.7,18.37,0,0,0
1508,128.590888,19.2,6.2,5.3,16.075,0,0,0
1530,175.477833,18.7,8.3,6.1,15.629,0,0,0
1529,114.046084,16.1,5.2,4.8,11.806,0,0,0
1337,17.598616,17.5,4.9,3.7,9.139,0,0,0
1536,56.763807,14.6,3.8,3.3,12.302,0,1,1
1556,26.277543,23,12.6,11.1,20.128,0,0,0
1569,21.129566,23,11.8,9,21.45,0,1,0
1347,107.324195,17.1,7.5,4.8,12.132,0,0,0
1688,69.523901,27.4,15.7,8.2,21.567,0,0,1
1365,130.030923,34.7,19.6,13.7,26.278,0,0,0
1741,142.879735,30.3,16.3,10.1,21.589,0,2,0
1847,107.828514,30.3,13.4,12.6,23.523,1,0,0
1431,117.336246,26.8,18.9,13.2,26.666,0,0,0
1386,42.944592,12.9,3.7,2.5,7.683,0,0,0
1579,62.219985,22.8,9.7,7.3,17.157,0,1,0
1341,79.353052,14.4,6.8,3.7,10.351,0,0,0
2118,146.507133,14.2,6.3,4.2,14.395,1,2,2
1365,72.611643,14.9,6.7,5.8,15.478,0,0,0
1267,89.921707,18.9,10.8,8,17.848,0,1,0
1507,40.604645,15.8,2.6,2,7.925,0,0,0
1804,190.647413,55.2,29.3,20,46.325,1,4,3
1570,174.094669,42.5,19.7,12.9,29.949,0,0,0
1800,174.839728,42.6,14.6,9.4,27.129,0,1,0
1974,77.244511,47.8,20.5,13.8,36.32,1,4,2
1814,57.154546,42.6,12.5,7.7,21.726,0,0,0
2179,173.209175,39.2,18.5,9.9,33.197,1,4,1
1876,133.320428,45,21.3,14.8,37.492,0,1,0
1930,161.666468,47.2,22.1,14.3,38.453,0,0,0
2555,128.231477,64.2,29.6,19.5,51.421,0,3,0
1790,92.564907,61.3,31,26,55.03,0,2,0
2158,26.976498,61.7,28.9,18.4,44.897,0,9,0
1965,89.193263,53.2,26.7,17.9,46.599,0,7,0
1665,350.855012,60.4,37,25.1,55.411,0,0,0
2252,192.719845,63,27.5,20,46.352,0,2,0
2002,248.359488,59.7,26.2,15.9,37.972,0,0,0
1638,61.118003,39.5,11.8,6.4,18.696,0,1,0
2171,214.836674,46.2,15.4,9,27.374,0,2,0
1839,350.128523,34.6,13,7.1,23.921,0,1,0
2375,219.867221,54.1,19.2,11.8,28.261,0,0,0
1911,103.76147,53.3,20.3,12.9,31.66,0,2,0
1773,164.179436,34.4,10.9,5.8,23.269,0,2,0
2207,170.939416,44.5,17.1,8.7,25.213,0,1,0
1923,140.880101,54.4,21.8,12.6,31.408,0,1,0
1974,252.917423,31.7,10.4,8,23.366,0,1,0
1850,141.8932,47.9,20.1,14.2,36.525,0,1,0
2256,85.711456,31.9,13.2,12.3,28.141,0,0,0
1876,113.211334,53.9,24.6,15,36.009,0,2,0
1858,422.978139,53.7,26.6,16,36.761,0,0,0
1811,176.774056,27.8,9.8,7.3,23.338,0,1,1
2686,104.519874,43.7,19.5,10.8,29.031,0,2,0
1827,117.254632,43.2,16.7,8.3,22.792,1,2,1
1654,124.335026,38.5,15.1,8.3,24.777,0,2,0
1550,68.260363,27.1,15.2,10.5,21.23,0,0,0
1624,122.823922,18.5,8.3,6.1,11.93,0,0,0
1620,103.160185,19.8,8,5.5,14.12,0,1,0
1901,86.634439,26,8.8,6.3,15.762,0,0,0
1501,125.306264,28.4,12.4,10.1,21.851,0,0,0
1343,132.445733,37.6,21.4,13.6,30.894,0,0,0
1660,132.784693,25.3,14,9.8,27.623,0,2,0
2073,112.678935,62.4,33.1,20.3,47.93,0,4,0
1720,103.936354,50.2,28.4,17.1,39.987,0,3,1
2385,92.39529,49,18.5,11.4,31.663,1,1,0
2163,96.234097,49.4,22.2,13.7,39.957,0,15,9
2576,191.88941,47.9,14.3,7.9,26.2,0,1,0
1673,165.003319,61.4,34.7,18.2,53.253,1,1,0
2127,105.135236,53.3,21,12.6,35.991,0,3,2
1792,210.652158,50.3,24.4,11.6,39.358,0,0,0
2309,274.581103,62.7,26.9,16.8,40.305,0,0,0
2301,58.758638,57.2,20.2,13.7,33.971,0,0,0
2008,127.86276,59,22,13.2,33.273,0,1,0
2293,150.511167,53.1,24.2,12.1,37.884,2,3,5
2602,112.645472,55.7,21.4,12.4,34.316,0,0,0
1893,289.208976,53.3,16.9,9.5,26.303,0,0,0
3878,53.857569,59.2,20.6,10,30.562,0,0,0
1951,174.306646,59.1,30.9,16,45.491,0,2,0
1195,57.520347,66.6,43.7,31.1,64.677,0,0,0
1477,112.66716,40.9,11.3,6.8,17.724,0,0,0
1762,48.226667,38.3,15.6,9.7,27.171,0,1,0
2326,211.580436,43.8,19.1,9.2,28.237,0,2,0
1394,49.487912,49.4,22.8,13.9,33.019,0,0,0
1721,185.878063,41.9,23.3,14.5,35.342,0,2,0
2049,100.80476,38.5,11.5,6,24.185,0,1,0
1518,426.394793,67.2,34.7,22.6,46.961,0,0,0
1539,64.131138,48.5,24.2,15.3,39.501,0,0,0
1826,81.434405,50.4,27.4,16.6,41.384,0,4,0
1645,71.257245,59.8,26,13.1,35.887,0,1,0
1784,125.343852,48,28.4,19.3,46.889,0,1,0
1565,62.18882,55.2,26.3,15,41.188,0,0,0
1576,55.869041,54.5,30.2,16.9,46.919,0,0,0
1657,83.853682,49.4,25.8,15.9,43.303,0,0,0
1624,133.11925,54.5,27.7,14.7,42.169,0,2,1
1481,83.928288,31.4,14.6,8,21.989,0,0,0
2182,154.454312,51.9,28.1,15.7,40.472,0,0,0
1971,119.009421,50.9,19,12.2,33.809,1,6,0
2211,127.29177,37.9,11.1,7,21.555,0,0,0
1990,53.103896,39.7,16.6,8.8,28.079,0,3,0
1925,96.186426,43.9,13.1,8,25.598,0,4,0
1660,144.339078,47.1,16.1,10,25.485,0,1,0
2535,195.828883,39.5,14.4,8.6,27.986,0,0,0
2066,83.870028,56.8,6.7,5.1,10.431,0,0,0
1775,58.75448,63.6,5.1,3.8,6.404,0,0,0
1759,98.811104,65.2,7.5,3.9,8.475,0,1,0
1801,34.194944,40.6,6.6,3.4,9.025,0,0,0
1679,70.043047,59.9,7,3.8,7.616,0,2,0
2332,75.570929,64.8,10.4,7.4,14.889,0,0,2
2007,25.805938,44.3,6.8,3.3,6.325,0,0,1
1533,28.235363,43.4,12.6,9.8,15.928,0,0,0
2119,6.955147,43.2,16.2,7.1,21.757,1,0,0
1466,43.44267,54,8.6,5.7,12.933,0,0,0
1692,51.115664,40.6,5.3,2.7,8.59,0,0,0
3029,68.611388,63.4,12,8.6,16.338,0,0,0
1889,70.983285,47.6,10.9,5.6,18.653,0,2,1
2249,90.802652,61.1,15.1,7.3,19.348,1,1,1
1377,121.715096,59.4,21.6,13.3,31.648,0,0,0
1867,54.81914,65.6,7.7,4.6,11.816,0,0,0
1776,71.436243,61.5,8.2,4,15.646,0,2,0
1775,138.68103,61.2,9.8,4.9,17.052,0,6,3
1776,108.884704,76.4,8,5.1,14.394,0,0,0
1769,97.902035,69.9,8.7,4.9,15.476,0,5,0
3959,101.190948,63.2,10.4,4.9,14.665,0,2,0
1730,77.814228,60.8,8,5.9,13.278,0,1,0
2099,156.775518,49,11,8.5,17.805,0,1,0
2931,65.740421,52.5,12,8.1,17.895,0,1,0
2566,74.534778,63.1,19.6,9.2,24.584,1,9,1
1601,90.931092,61.1,19.2,12.6,28.704,0,0,0
2347,50.003009,48.2,6.3,3.9,9.26,0,0,0
2181,56.043653,64.9,23.4,14.1,33.059,0,0,0
1473,11.320916,50.3,6.6,4.9,9.184,0,0,0
2011,52.468728,55.6,10.9,6.7,15.16,0,3,1
